t[us];I[A];U[V];P[W];calka
8041;-11,42;2,559;-29,22;-14,61
8042;-11,81;2,598;-30,68;-15,34
8043;-12,2;2,638;-32,18;-16,09
8044;-11,81;2,559;-30,22;-15,11
8045;-11,81;2,52;-29,76;-14,88
8046;-11,42;2,48;-28,32;-14,16
8047;-11,81;2,559;-30,22;-15,11
8048;-12,2;2,598;-31,7;-15,85
8049;-11,81;2,559;-30,22;-15,11
8050;-11,42;2,52;-28,78;-14,39
8051;-11,02;2,52;-27,77;-13,88
8052;-11,81;2,598;-30,68;-15,34
8053;-12,2;2,638;-32,18;-16,09
8054;-12,2;2,559;-31,22;-15,61
8055;-11,42;2,559;-29,22;-14,61
8056;-11,02;2,559;-28,2;-14,1
8057;-11,81;2,559;-30,22;-15,11
8058;-12,2;2,598;-31,7;-15,85
8059;-11,81;2,598;-30,68;-15,34
8060;-11,42;2,52;-28,78;-14,39
8061;-11,42;2,559;-29,22;-14,61
8062;-11,81;2,598;-30,68;-15,34
8063;-12,2;2,638;-32,18;-16,09
8064;-11,81;2,598;-30,68;-15,34
8065;-11,81;2,559;-30,22;-15,11
8066;-11,02;2,559;-28,2;-14,1
8067;-11,42;2,598;-29,67;-14,84
8068;-12,2;2,638;-32,18;-16,09
8069;-11,81;2,598;-30,68;-15,34
8070;-11,81;2,559;-30,22;-15,11
8071;-11,02;2,48;-27,33;-13,66
8072;-11,81;2,559;-30,22;-15,11
8073;-11,81;2,598;-30,68;-15,34
8074;-12,2;2,598;-31,7;-15,85
8075;-11,42;2,48;-28,32;-14,16
8076;-11,02;2,559;-28,2;-14,1
8077;-11,81;2,598;-30,68;-15,34
8078;-12,2;2,638;-32,18;-16,09
8079;-11,81;2,598;-30,68;-15,34
8080;-11,42;2,559;-29,22;-14,61
8081;-11,42;2,52;-28,78;-14,39
8082;-11,42;2,559;-29,22;-14,61
8083;-12,2;2,598;-31,7;-15,85
8084;-12,2;2,598;-31,7;-15,85
8085;-11,81;2,559;-30,22;-15,11
8086;-11,02;2,48;-27,33;-13,66
8087;-11,42;2,598;-29,67;-14,84
8088;-12,2;2,598;-31,7;-15,85
8089;-11,81;2,598;-30,68;-15,34
8090;-11,81;2,559;-30,22;-15,11
8091;-11,42;2,52;-28,78;-14,39
8092;-11,42;2,559;-29,22;-14,61
8093;-11,81;2,598;-30,68;-15,34
8094;-12,2;2,598;-31,7;-15,85
8095;-11,81;2,559;-30,22;-15,11
8096;-11,42;2,48;-28,32;-14,16
8097;-11,42;2,559;-29,22;-14,61
8098;-11,81;2,598;-30,68;-15,34
8099;-11,81;2,559;-30,22;-15,11
8100;-11,81;2,48;-29,29;-14,64
8101;-11,02;2,48;-27,33;-13,66
8102;-11,42;2,559;-29,22;-14,61
8103;-12,2;2,598;-31,7;-15,85
8104;-12,2;2,598;-31,7;-15,85
8105;-11,42;2,559;-29,22;-14,61
8106;-11,42;2,559;-29,22;-14,61
8107;-11,42;2,559;-29,22;-14,61
8108;-12,2;2,638;-32,18;-16,09
8109;-11,81;2,598;-30,68;-15,34
8110;-11,42;2,52;-28,78;-14,39
8111;-11,42;2,52;-28,78;-14,39
8112;-11,42;2,559;-29,22;-14,61
8113;-11,81;2,598;-30,68;-15,34
8114;-12,2;2,598;-31,7;-15,85
8115;-11,81;2,559;-30,22;-15,11
8116;-11,42;2,52;-28,78;-14,39
8117;-11,42;2,559;-29,22;-14,61
8118;-11,81;2,638;-31,15;-15,58
8119;-12,2;2,598;-31,7;-15,85
8120;-11,42;2,52;-28,78;-14,39
8121;-11,42;2,48;-28,32;-14,16
8122;-11,42;2,559;-29,22;-14,61
8123;-12,2;2,598;-31,7;-15,85
8124;-12,2;2,598;-31,7;-15,85
8125;-11,81;2,598;-30,68;-15,34
8126;-11,42;2,48;-28,32;-14,16
8127;-11,42;2,559;-29,22;-14,61
8128;-11,81;2,598;-30,68;-15,34
8129;-11,81;2,598;-30,68;-15,34
8130;-11,81;2,559;-30,22;-15,11
8131;-11,42;2,48;-28,32;-14,16
8132;-11,42;2,52;-28,78;-14,39
8133;-11,81;2,598;-30,68;-15,34
8134;-12,2;2,638;-32,18;-16,09
8135;-11,81;2,559;-30,22;-15,11
8136;-11,42;2,48;-28,32;-14,16
8137;-11,81;2,48;-29,29;-14,64
8138;-11,81;2,598;-30,68;-15,34
8139;-12,2;2,598;-31,7;-15,85
8140;-11,81;2,559;-30,22;-15,11
8141;-11,02;2,48;-27,33;-13,66
8142;-11,42;2,52;-28,78;-14,39
8143;-11,81;2,598;-30,68;-15,34
8144;-12,2;2,638;-32,18;-16,09
8145;-11,81;2,559;-30,22;-15,11
8146;-11,42;2,48;-28,32;-14,16
8147;-11,42;2,48;-28,32;-14,16
8148;-11,81;2,559;-30,22;-15,11
8149;-12,2;2,598;-31,7;-15,85
8150;-11,81;2,559;-30,22;-15,11
8151;-11,42;2,48;-28,32;-14,16
8152;-11,42;2,48;-28,32;-14,16
8153;-11,81;2,598;-30,68;-15,34
8154;-11,81;2,598;-30,68;-15,34
8155;-11,81;2,559;-30,22;-15,11
8156;-11,42;2,48;-28,32;-14,16
8157;-11,42;2,52;-28,78;-14,39
8158;-11,81;2,559;-30,22;-15,11
8159;-11,81;2,598;-30,68;-15,34
8160;-11,81;2,559;-30,22;-15,11
8161;-11,42;2,559;-29,22;-14,61
8162;-11,42;2,52;-28,78;-14,39
8163;-11,81;2,598;-30,68;-15,34
8164;-11,81;2,598;-30,68;-15,34
8165;-11,81;2,559;-30,22;-15,11
8166;-11,42;2,52;-28,78;-14,39
8167;-11,02;2,52;-27,77;-13,88
8168;-11,81;2,559;-30,22;-15,11
8169;-12,2;2,638;-32,18;-16,09
8170;-11,81;2,559;-30,22;-15,11
8171;-11,42;2,48;-28,32;-14,16
8172;-11,42;2,52;-28,78;-14,39
8173;-11,81;2,598;-30,68;-15,34
8174;-12,2;2,598;-31,7;-15,85
8175;-11,81;2,559;-30,22;-15,11
8176;-11,02;2,48;-27,33;-13,66
8177;-11,02;2,48;-27,33;-13,66
8178;-11,81;2,559;-30,22;-15,11
8179;-12,2;2,598;-31,7;-15,85
8180;-11,81;2,559;-30,22;-15,11
8181;-11,42;2,48;-28,32;-14,16
8182;-11,42;2,52;-28,78;-14,39
8183;-11,81;2,559;-30,22;-15,11
8184;-12,2;2,598;-31,7;-15,85
8185;-11,81;2,559;-30,22;-15,11
8186;-11,42;2,48;-28,32;-14,16
8187;-11,02;2,48;-27,33;-13,66
8188;-11,81;2,559;-30,22;-15,11
8189;-12,2;2,598;-31,7;-15,85
8190;-11,81;2,559;-30,22;-15,11
8191;-11,42;2,52;-28,78;-14,39
8192;-11,02;2,52;-27,77;-13,88
8193;-11,81;2,559;-30,22;-15,11
8194;-12,2;2,598;-31,7;-15,85
8195;-11,81;2,559;-30,22;-15,11
8196;-11,42;2,48;-28,32;-14,16
8197;-11,02;2,48;-27,33;-13,66
8198;-11,81;2,559;-30,22;-15,11
8199;-11,81;2,559;-30,22;-15,11
8200;-11,81;2,52;-29,76;-14,88
8201;-11,42;2,48;-28,32;-14,16
8202;-11,42;2,48;-28,32;-14,16
8203;-11,81;2,52;-29,76;-14,88
8204;-12,2;2,598;-31,7;-15,85
8205;-11,81;2,559;-30,22;-15,11
8206;-11,42;2,48;-28,32;-14,16
8207;-11,02;2,48;-27,33;-13,66
8208;-11,81;2,559;-30,22;-15,11
8209;-11,81;2,598;-30,68;-15,34
8210;-11,81;2,598;-30,68;-15,34
8211;-11,42;2,559;-29,22;-14,61
8212;-11,02;2,48;-27,33;-13,66
8213;-11,81;2,559;-30,22;-15,11
8214;-11,81;2,598;-30,68;-15,34
8215;-11,81;2,638;-31,15;-15,58
8216;-11,42;2,52;-28,78;-14,39
8217;-11,42;2,48;-28,32;-14,16
8218;-11,81;2,559;-30,22;-15,11
8219;-12,2;2,598;-31,7;-15,85
8220;-11,81;2,559;-30,22;-15,11
8221;-11,42;2,48;-28,32;-14,16
8222;-11,42;2,48;-28,32;-14,16
8223;-11,42;2,559;-29,22;-14,61
8224;-12,2;2,598;-31,7;-15,85
8225;-11,81;2,559;-30,22;-15,11
8226;-11,42;2,48;-28,32;-14,16
8227;-11,02;2,48;-27,33;-13,66
8228;-11,81;2,559;-30,22;-15,11
8229;-12,2;2,598;-31,7;-15,85
8230;-11,81;2,598;-30,68;-15,34
8231;-11,42;2,48;-28,32;-14,16
8232;-11,42;2,48;-28,32;-14,16
8233;-11,81;2,559;-30,22;-15,11
8234;-11,81;2,598;-30,68;-15,34
8235;-11,81;2,598;-30,68;-15,34
8236;-11,42;2,52;-28,78;-14,39
8237;-11,02;2,48;-27,33;-13,66
8238;-11,42;2,559;-29,22;-14,61
8239;-12,2;2,598;-31,7;-15,85
8240;-11,81;2,559;-30,22;-15,11
8241;-11,42;2,52;-28,78;-14,39
8242;-11,42;2,48;-28,32;-14,16
8243;-11,42;2,559;-29,22;-14,61
8244;-11,81;2,598;-30,68;-15,34
8245;-11,81;2,559;-30,22;-15,11
8246;-11,42;2,48;-28,32;-14,16
8247;-11,02;2,48;-27,33;-13,66
8248;-11,42;2,52;-28,78;-14,39
8249;-12,2;2,559;-31,22;-15,61
8250;-11,81;2,559;-30,22;-15,11
8251;-11,42;2,48;-28,32;-14,16
8252;-11,42;2,48;-28,32;-14,16
8253;-11,81;2,52;-29,76;-14,88
8254;-11,81;2,598;-30,68;-15,34
8255;-11,81;2,559;-30,22;-15,11
8256;-11,42;2,48;-28,32;-14,16
8257;-11,02;2,48;-27,33;-13,66
8258;-11,42;2,559;-29,22;-14,61
8259;-12,2;2,598;-31,7;-15,85
8260;-11,81;2,559;-30,22;-15,11
8261;-11,42;2,52;-28,78;-14,39
8262;-11,02;2,48;-27,33;-13,66
8263;-11,42;2,559;-29,22;-14,61
8264;-11,81;2,598;-30,68;-15,34
8265;-12,2;2,598;-31,7;-15,85
8266;-11,02;2,52;-27,77;-13,88
8267;-11,42;2,48;-28,32;-14,16
8268;-11,42;2,559;-29,22;-14,61
8269;-11,81;2,598;-30,68;-15,34
8270;-11,81;2,559;-30,22;-15,11
8271;-11,42;2,52;-28,78;-14,39
8272;-11,42;2,48;-28,32;-14,16
8273;-11,81;2,559;-30,22;-15,11
8274;-12,2;2,598;-31,7;-15,85
8275;-11,81;2,559;-30,22;-15,11
8276;-11,42;2,48;-28,32;-14,16
8277;-11,42;2,48;-28,32;-14,16
8278;-11,81;2,48;-29,29;-14,64
8279;-11,81;2,598;-30,68;-15,34
8280;-11,81;2,559;-30,22;-15,11
8281;-11,81;2,48;-29,29;-14,64
8282;-11,02;2,48;-27,33;-13,66
8283;-11,42;2,559;-29,22;-14,61
8284;-11,81;2,598;-30,68;-15,34
8285;-11,81;2,559;-30,22;-15,11
8286;-11,81;2,48;-29,29;-14,64
8287;-11,02;2,48;-27,33;-13,66
8288;-11,42;2,559;-29,22;-14,61
8289;-11,81;2,598;-30,68;-15,34
8290;-11,81;2,559;-30,22;-15,11
8291;-11,42;2,48;-28,32;-14,16
8292;-11,02;2,48;-27,33;-13,66
8293;-11,81;2,52;-29,76;-14,88
8294;-11,81;2,559;-30,22;-15,11
8295;-11,81;2,559;-30,22;-15,11
8296;-11,42;2,48;-28,32;-14,16
8297;-11,02;2,48;-27,33;-13,66
8298;-11,42;2,48;-28,32;-14,16
8299;-11,81;2,559;-30,22;-15,11
8300;-11,81;2,559;-30,22;-15,11
8301;-11,42;2,48;-28,32;-14,16
8302;-11,02;2,48;-27,33;-13,66
8303;-11,42;2,48;-28,32;-14,16
8304;-11,81;2,598;-30,68;-15,34
8305;-11,81;2,598;-30,68;-15,34
8306;-11,81;2,52;-29,76;-14,88
8307;-11,42;2,48;-28,32;-14,16
8308;-11,42;2,52;-28,78;-14,39
8309;-11,81;2,559;-30,22;-15,11
8310;-11,81;2,559;-30,22;-15,11
8311;-11,42;2,48;-28,32;-14,16
8312;-11,02;2,48;-27,33;-13,66
8313;-11,42;2,48;-28,32;-14,16
8314;-11,81;2,598;-30,68;-15,34
8315;-12,2;2,559;-31,22;-15,61
8316;-11,42;2,48;-28,32;-14,16
8317;-11,02;2,48;-27,33;-13,66
8318;-11,42;2,52;-28,78;-14,39
8319;-11,81;2,559;-30,22;-15,11
8320;-11,81;2,559;-30,22;-15,11
8321;-11,42;2,48;-28,32;-14,16
8322;-11,02;2,48;-27,33;-13,66
8323;-11,42;2,48;-28,32;-14,16
8324;-11,81;2,559;-30,22;-15,11
8325;-11,81;2,598;-30,68;-15,34
8326;-11,42;2,52;-28,78;-14,39
8327;-11,02;2,48;-27,33;-13,66
8328;-11,42;2,48;-28,32;-14,16
8329;-11,81;2,559;-30,22;-15,11
8330;-11,81;2,598;-30,68;-15,34
8331;-11,42;2,48;-28,32;-14,16
8332;-11,02;2,48;-27,33;-13,66
8333;-11,42;2,52;-28,78;-14,39
8334;-11,81;2,559;-30,22;-15,11
8335;-11,81;2,559;-30,22;-15,11
8336;-11,81;2,48;-29,29;-14,64
8337;-11,02;2,48;-27,33;-13,66
8338;-11,42;2,559;-29,22;-14,61
8339;-11,81;2,598;-30,68;-15,34
8340;-11,81;2,598;-30,68;-15,34
8341;-11,81;2,52;-29,76;-14,88
8342;-11,42;2,48;-28,32;-14,16
8343;-11,42;2,48;-28,32;-14,16
8344;-11,81;2,559;-30,22;-15,11
8345;-11,81;2,598;-30,68;-15,34
8346;-11,42;2,48;-28,32;-14,16
8347;-11,02;2,48;-27,33;-13,66
8348;-11,02;2,48;-27,33;-13,66
8349;-11,81;2,559;-30,22;-15,11
8350;-11,81;2,598;-30,68;-15,34
8351;-11,81;2,48;-29,29;-14,64
8352;-11,02;2,441;-26,9;-13,45
8353;-11,02;2,48;-27,33;-13,66
8354;-11,81;2,559;-30,22;-15,11
8355;-11,81;2,598;-30,68;-15,34
8356;-11,42;2,52;-28,78;-14,39
8357;-11,42;2,48;-28,32;-14,16
8358;-11,42;2,48;-28,32;-14,16
8359;-11,81;2,559;-30,22;-15,11
8360;-12,2;2,559;-31,22;-15,61
8361;-11,42;2,48;-28,32;-14,16
8362;-11,02;2,48;-27,33;-13,66
8363;-11,42;2,48;-28,32;-14,16
8364;-11,81;2,559;-30,22;-15,11
8365;-11,81;2,598;-30,68;-15,34
8366;-11,42;2,52;-28,78;-14,39
8367;-11,02;2,48;-27,33;-13,66
8368;-11,42;2,52;-28,78;-14,39
8369;-11,81;2,323;-27,43;-13,72
8370;-11,81;2,559;-30,22;-15,11
8371;-11,81;2,48;-29,29;-14,64
8372;-11,02;2,48;-27,33;-13,66
8373;-11,02;2,48;-27,33;-13,66
8374;-11,81;2,559;-30,22;-15,11
8375;-11,81;2,559;-30,22;-15,11
8376;-11,81;2,48;-29,29;-14,64
8377;-11,02;2,48;-27,33;-13,66
8378;-11,42;2,48;-28,32;-14,16
8379;-11,81;2,559;-30,22;-15,11
8380;-12,2;2,559;-31,22;-15,61
8381;-11,42;2,52;-28,78;-14,39
8382;-11,02;2,48;-27,33;-13,66
8383;-11,42;2,48;-28,32;-14,16
8384;-11,81;2,559;-30,22;-15,11
8385;-12,2;2,559;-31,22;-15,61
8386;-11,42;2,48;-28,32;-14,16
8387;-11,42;2,48;-28,32;-14,16
8388;-11,42;2,48;-28,32;-14,16
8389;-11,81;2,559;-30,22;-15,11
8390;-12,2;2,598;-31,7;-15,85
8391;-11,42;2,48;-28,32;-14,16
8392;-11,02;2,48;-27,33;-13,66
8393;-11,02;2,48;-27,33;-13,66
8394;-11,81;2,559;-30,22;-15,11
8395;-11,81;2,559;-30,22;-15,11
8396;-11,42;2,48;-28,32;-14,16
8397;-11,02;2,441;-26,9;-13,45
8398;-11,02;2,48;-27,33;-13,66
8399;-11,42;2,52;-28,78;-14,39
8400;-11,81;2,559;-30,22;-15,11
8401;-11,42;2,48;-28,32;-14,16
8402;-11,02;2,48;-27,33;-13,66
8403;-11,42;2,48;-28,32;-14,16
8404;-11,81;2,559;-30,22;-15,11
8405;-12,2;2,559;-31,22;-15,61
8406;-11,42;2,48;-28,32;-14,16
8407;-11,02;2,48;-27,33;-13,66
8408;-11,42;2,48;-28,32;-14,16
8409;-11,81;2,598;-30,68;-15,34
8410;-11,81;2,598;-30,68;-15,34
8411;-11,42;2,559;-29,22;-14,61
8412;-11,42;2,48;-28,32;-14,16
8413;-11,02;2,48;-27,33;-13,66
8414;-11,81;2,559;-30,22;-15,11
8415;-11,81;2,598;-30,68;-15,34
8416;-11,42;2,48;-28,32;-14,16
8417;-11,02;2,48;-27,33;-13,66
8418;-11,02;2,48;-27,33;-13,66
8419;-11,81;2,559;-30,22;-15,11
8420;-12,2;2,559;-31,22;-15,61
8421;-11,42;2,48;-28,32;-14,16
8422;-11,02;2,48;-27,33;-13,66
8423;-11,42;2,48;-28,32;-14,16
8424;-11,81;2,559;-30,22;-15,11
8425;-12,2;2,559;-31,22;-15,61
8426;-11,42;2,48;-28,32;-14,16
8427;-11,02;2,48;-27,33;-13,66
8428;-11,02;2,52;-27,77;-13,88
8429;-11,42;2,559;-29,22;-14,61
8430;-12,2;2,559;-31,22;-15,61
8431;-11,42;2,48;-28,32;-14,16
8432;-11,02;2,48;-27,33;-13,66
8433;-11,42;2,48;-28,32;-14,16
8434;-11,81;2,559;-30,22;-15,11
8435;-11,81;2,559;-30,22;-15,11
8436;-11,81;2,48;-29,29;-14,64
8437;-11,02;2,48;-27,33;-13,66
8438;-11,02;2,48;-27,33;-13,66
8439;-11,81;2,559;-30,22;-15,11
8440;-11,81;2,559;-30,22;-15,11
8441;-11,42;2,48;-28,32;-14,16
8442;-11,02;2,48;-27,33;-13,66
8443;-11,02;2,48;-27,33;-13,66
8444;-11,42;2,52;-28,78;-14,39
8445;-11,81;2,559;-30,22;-15,11
8446;-11,81;2,48;-29,29;-14,64
8447;-11,02;2,441;-26,9;-13,45
8448;-11,02;2,48;-27,33;-13,66
8449;-11,81;2,48;-29,29;-14,64
8450;-12,2;2,559;-31,22;-15,61
8451;-11,81;2,559;-30,22;-15,11
8452;-11,02;2,48;-27,33;-13,66
8453;-11,02;2,48;-27,33;-13,66
8454;-11,81;2,559;-30,22;-15,11
8455;-12,2;2,559;-31,22;-15,61
8456;-11,81;2,48;-29,29;-14,64
8457;-11,02;2,48;-27,33;-13,66
8458;-11,02;2,48;-27,33;-13,66
8459;-11,81;2,559;-30,22;-15,11
8460;-11,81;2,559;-30,22;-15,11
8461;-11,42;2,52;-28,78;-14,39
8462;-11,42;2,48;-28,32;-14,16
8463;-11,02;2,48;-27,33;-13,66
8464;-11,42;2,559;-29,22;-14,61
8465;-11,81;2,559;-30,22;-15,11
8466;-11,42;2,48;-28,32;-14,16
8467;-11,42;2,48;-28,32;-14,16
8468;-11,42;2,441;-27,88;-13,94
8469;-11,42;2,559;-29,22;-14,61
8470;-11,81;2,559;-30,22;-15,11
8471;-11,42;2,48;-28,32;-14,16
8472;-11,02;2,441;-26,9;-13,45
8473;-11,02;2,48;-27,33;-13,66
8474;-11,81;2,559;-30,22;-15,11
8475;-12,2;2,559;-31,22;-15,61
8476;-11,81;2,52;-29,76;-14,88
8477;-11,42;2,48;-28,32;-14,16
8478;-11,02;2,48;-27,33;-13,66
8479;-11,81;2,559;-30,22;-15,11
8480;-11,81;2,559;-30,22;-15,11
8481;-11,81;2,559;-30,22;-15,11
8482;-11,42;2,48;-28,32;-14,16
8483;-11,02;2,48;-27,33;-13,66
8484;-11,81;2,52;-29,76;-14,88
8485;-11,81;2,598;-30,68;-15,34
8486;-11,81;2,48;-29,29;-14,64
8487;-11,02;2,48;-27,33;-13,66
8488;-11,02;2,48;-27,33;-13,66
8489;-11,42;2,559;-29,22;-14,61
8490;-11,81;2,559;-30,22;-15,11
8491;-11,81;2,48;-29,29;-14,64
8492;-11,02;2,441;-26,9;-13,45
8493;-11,02;2,48;-27,33;-13,66
8494;-11,02;2,48;-27,33;-13,66
8495;-11,81;2,559;-30,22;-15,11
8496;-11,42;2,48;-28,32;-14,16
8497;-11,02;2,441;-26,9;-13,45
8498;-10,63;2,441;-25,95;-12,98
8499;-11,42;2,52;-28,78;-14,39
8500;-11,81;2,559;-30,22;-15,11
8501;-11,81;2,48;-29,29;-14,64
8502;-11,42;2,48;-28,32;-14,16
8503;-11,02;2,441;-26,9;-13,45
8504;-11,42;2,48;-28,32;-14,16
8505;-12,2;2,559;-31,22;-15,61
8506;-11,81;2,48;-29,29;-14,64
8507;-11,02;2,48;-27,33;-13,66
8508;-11,02;2,48;-27,33;-13,66
8509;-11,42;2,52;-28,78;-14,39
8510;-11,81;2,559;-30,22;-15,11
8511;-11,81;2,48;-29,29;-14,64
8512;-11,42;2,48;-28,32;-14,16
8513;-11,02;2,441;-26,9;-13,45
8514;-11,81;2,559;-30,22;-15,11
8515;-11,81;2,559;-30,22;-15,11
8516;-11,81;2,559;-30,22;-15,11
8517;-11,02;2,48;-27,33;-13,66
8518;-11,02;2,48;-27,33;-13,66
8519;-11,42;2,48;-28,32;-14,16
8520;-11,81;2,559;-30,22;-15,11
8521;-11,81;2,559;-30,22;-15,11
8522;-11,02;2,441;-26,9;-13,45
8523;-11,02;2,48;-27,33;-13,66
8524;-11,42;2,48;-28,32;-14,16
8525;-11,81;2,559;-30,22;-15,11
8526;-11,81;2,52;-29,76;-14,88
8527;-11,42;2,441;-27,88;-13,94
8528;-11,02;2,48;-27,33;-13,66
8529;-11,81;2,48;-29,29;-14,64
8530;-11,81;2,559;-30,22;-15,11
8531;-11,81;2,48;-29,29;-14,64
8532;-11,02;2,48;-27,33;-13,66
8533;-11,02;2,48;-27,33;-13,66
8534;-11,42;2,48;-28,32;-14,16
8535;-11,81;2,559;-30,22;-15,11
8536;-11,81;2,48;-29,29;-14,64
8537;-11,02;2,48;-27,33;-13,66
8538;-11,02;2,48;-27,33;-13,66
8539;-11,42;2,48;-28,32;-14,16
8540;-11,81;2,559;-30,22;-15,11
8541;-11,81;2,48;-29,29;-14,64
8542;-11,42;2,441;-27,88;-13,94
8543;-11,02;2,441;-26,9;-13,45
8544;-11,42;2,48;-28,32;-14,16
8545;-11,81;2,559;-30,22;-15,11
8546;-11,81;2,48;-29,29;-14,64
8547;-11,02;2,441;-26,9;-13,45
8548;-11,02;2,441;-26,9;-13,45
8549;-11,42;2,48;-28,32;-14,16
8550;-11,81;2,559;-30,22;-15,11
8551;-11,81;2,48;-29,29;-14,64
8552;-11,02;2,441;-26,9;-13,45
8553;-11,02;2,48;-27,33;-13,66
8554;-11,42;2,48;-28,32;-14,16
8555;-11,81;2,559;-30,22;-15,11
8556;-11,81;2,52;-29,76;-14,88
8557;-11,42;2,441;-27,88;-13,94
8558;-11,02;2,48;-27,33;-13,66
8559;-11,42;2,48;-28,32;-14,16
8560;-11,81;2,559;-30,22;-15,11
8561;-11,42;2,559;-29,22;-14,61
8562;-11,42;2,48;-28,32;-14,16
8563;-11,02;2,441;-26,9;-13,45
8564;-11,42;2,48;-28,32;-14,16
8565;-11,81;2,559;-30,22;-15,11
8566;-11,81;2,559;-30,22;-15,11
8567;-11,42;2,48;-28,32;-14,16
8568;-11,02;2,441;-26,9;-13,45
8569;-11,42;2,48;-28,32;-14,16
8570;-11,81;2,559;-30,22;-15,11
8571;-11,81;2,52;-29,76;-14,88
8572;-11,42;2,441;-27,88;-13,94
8573;-10,63;2,441;-25,95;-12,98
8574;-11,42;2,48;-28,32;-14,16
8575;-11,81;2,559;-30,22;-15,11
8576;-11,81;2,48;-29,29;-14,64
8577;-11,02;2,48;-27,33;-13,66
8578;-11,02;2,441;-26,9;-13,45
8579;-11,42;2,48;-28,32;-14,16
8580;-11,81;2,559;-30,22;-15,11
8581;-11,42;2,48;-28,32;-14,16
8582;-11,42;2,48;-28,32;-14,16
8583;-11,02;2,48;-27,33;-13,66
8584;-11,02;2,48;-27,33;-13,66
8585;-11,81;2,559;-30,22;-15,11
8586;-11,81;2,559;-30,22;-15,11
8587;-11,42;2,441;-27,88;-13,94
8588;-10,63;2,441;-25,95;-12,98
8589;-11,42;2,48;-28,32;-14,16
8590;-11,81;2,559;-30,22;-15,11
8591;-11,81;2,559;-30,22;-15,11
8592;-11,42;2,441;-27,88;-13,94
8593;-11,02;2,402;-26,47;-13,24
8594;-11,42;2,48;-28,32;-14,16
8595;-11,81;2,52;-29,76;-14,88
8596;-11,81;2,48;-29,29;-14,64
8597;-11,42;2,441;-27,88;-13,94
8598;-11,02;2,402;-26,47;-13,24
8599;-11,42;2,48;-28,32;-14,16
8600;-11,81;2,52;-29,76;-14,88
8601;-11,81;2,559;-30,22;-15,11
8602;-11,42;2,441;-27,88;-13,94
8603;-11,02;2,441;-26,9;-13,45
8604;-11,42;2,48;-28,32;-14,16
8605;-11,81;2,559;-30,22;-15,11
8606;-11,42;2,48;-28,32;-14,16
8607;-11,42;2,48;-28,32;-14,16
8608;-11,02;2,441;-26,9;-13,45
8609;-11,42;2,48;-28,32;-14,16
8610;-11,81;2,559;-30,22;-15,11
8611;-11,81;2,52;-29,76;-14,88
8612;-11,42;2,48;-28,32;-14,16
8613;-11,02;2,441;-26,9;-13,45
8614;-11,02;2,48;-27,33;-13,66
8615;-11,81;2,559;-30,22;-15,11
8616;-11,81;2,559;-30,22;-15,11
8617;-11,42;2,48;-28,32;-14,16
8618;-11,02;2,441;-26,9;-13,45
8619;-11,42;2,48;-28,32;-14,16
8620;-11,81;2,52;-29,76;-14,88
8621;-11,81;2,52;-29,76;-14,88
8622;-11,42;2,48;-28,32;-14,16
8623;-10,63;2,441;-25,95;-12,98
8624;-11,42;2,48;-28,32;-14,16
8625;-11,81;2,559;-30,22;-15,11
8626;-11,42;2,48;-28,32;-14,16
8627;-11,02;2,48;-27,33;-13,66
8628;-10,63;2,441;-25,95;-12,98
8629;-11,42;2,48;-28,32;-14,16
8630;-11,81;2,559;-30,22;-15,11
8631;-11,81;2,559;-30,22;-15,11
8632;-11,42;2,48;-28,32;-14,16
8633;-10,63;2,441;-25,95;-12,98
8634;-11,02;2,323;-25,6;-12,8
8635;-11,81;2,559;-30,22;-15,11
8636;-11,81;2,48;-29,29;-14,64
8637;-11,42;2,48;-28,32;-14,16
8638;-11,02;2,441;-26,9;-13,45
8639;-11,42;2,48;-28,32;-14,16
8640;-11,42;2,559;-29,22;-14,61
8641;-11,81;2,559;-30,22;-15,11
8642;-11,42;2,48;-28,32;-14,16
8643;-11,02;2,402;-26,47;-13,24
8644;-11,02;2,48;-27,33;-13,66
8645;-11,42;2,52;-28,78;-14,39
8646;-11,81;2,48;-29,29;-14,64
8647;-11,02;2,48;-27,33;-13,66
8648;-10,63;2,402;-25,53;-12,76
8649;-10,63;2,323;-24,69;-12,34
8650;-11,81;2,48;-29,29;-14,64
8651;-11,81;2,48;-29,29;-14,64
8652;-11,42;2,48;-28,32;-14,16
8653;-11,02;2,441;-26,9;-13,45
8654;-11,42;2,48;-28,32;-14,16
8655;-11,81;2,52;-29,76;-14,88
8656;-11,81;2,559;-30,22;-15,11
8657;-11,42;2,48;-28,32;-14,16
8658;-10,63;2,441;-25,95;-12,98
8659;-11,02;2,402;-26,47;-13,24
8660;-11,81;2,559;-30,22;-15,11
8661;-12,2;2,559;-31,22;-15,61
8662;-11,81;2,48;-29,29;-14,64
8663;-11,02;2,441;-26,9;-13,45
8664;-11,42;2,323;-26,53;-13,26
8665;-11,81;2,559;-30,22;-15,11
8666;-11,81;2,52;-29,76;-14,88
8667;-11,42;2,48;-28,32;-14,16
8668;-11,02;2,441;-26,9;-13,45
8669;-11,02;2,48;-27,33;-13,66
8670;-11,81;2,559;-30,22;-15,11
8671;-11,81;2,48;-29,29;-14,64
8672;-11,42;2,48;-28,32;-14,16
8673;-11,02;2,441;-26,9;-13,45
8674;-11,42;2,559;-29,22;-14,61
8675;-11,42;2,559;-29,22;-14,61
